index,Unnamed: 0,nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price
1348,40,ANAHUAC I,11529,3682.64,19.44729929,-99.17490486,Miguel Hidalgo,CDMX,90,0,919.7666666666667
1349,41,GRANADA (AMPL),11540,6663.443002,19.44288932,-99.20234721,Miguel Hidalgo,CDMX,661,5,5162.104387291982
1350,42,ANAHUAC LOS MANZANOS,11550,5523.487439,19.44507498,-99.18464723,Miguel Hidalgo,CDMX,282,0,1678.6170212765958
1351,43,PENSIL NORTE,11550,2970.45,19.45015168,-99.19674588,Miguel Hidalgo,CDMX,118,0,974.7118644067797
1352,44,DEL BOSQUE (POLANCO),11570,16057.34606,19.43464395,-99.20950454,Miguel Hidalgo,CDMX,371,4,2080.590296495957
1353,45,GRANADA,11570,11806.45106,19.44006482,-99.19259753,Miguel Hidalgo,CDMX,559,3,5869.386404293381
1354,46,LOS MORALES (POLANCO),11570,17174.88594,19.43708878,-99.21059419,Miguel Hidalgo,CDMX,357,2,1946.1008403361345
1355,47,MORALES SECCION ALAMEDA (POLANCO),11570,13311.36859,19.43361641,-99.20466599,Miguel Hidalgo,CDMX,535,8,2378.543925233645
1356,48,"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES",11590,9168.262326,19.41993463,-99.19382232,Miguel Hidalgo,CDMX,8,0,6895.5
1357,49,BOSQUES DE CHAPULTEPEC (POLANCO),11590,18326.20842,19.42983678,-99.1888266,Miguel Hidalgo,CDMX,596,3,2679.6409395973155
1358,50,CHAPULTEPEC MORALES (POLANCO),11590,14623.38974,19.43463047,-99.18705861,Miguel Hidalgo,CDMX,863,6,2191.4113557358055
1359,51,MORALES SECCION PALMAS (POLANCO),11591,16298.12289,19.43670398,-99.20401075,Miguel Hidalgo,CDMX,692,5,3465.106936416185
1360,52,POLANCO REFORMA (POLANCO),11591,17454.40224,19.43442019,-99.19592595,Miguel Hidalgo,CDMX,819,6,5156.583638583638
1361,53,ANZURES,11598,10579.21502,19.43175566,-99.17795453,Miguel Hidalgo,CDMX,724,3,1457.2582872928176
1362,54,RINCON DEL BOSQUE,11600,15569.74791,19.42938542,-99.18125623,Miguel Hidalgo,CDMX,536,3,1622.516791044776
1363,55,MANUEL AVILA CAMACHO,11610,3516.1,19.43743722,-99.22864325,Miguel Hidalgo,CDMX,4,0,1222.5
1364,56,MILITAR 1 K LOMAS DE SOTELO (U HAB),11619,2873.227356,19.44109268,-99.22248207,Miguel Hidalgo,CDMX,10,0,1232.1
1365,57,REFORMA SOCIAL,11650,8110.495781,19.43208173,-99.21550729,Miguel Hidalgo,CDMX,194,3,2987.6082474226805
1366,58,LOMAS DE REFORMA (LOMAS DE CHAPULTEPEC),11700,8436.29,19.41106737,-99.22643306,Miguel Hidalgo,CDMX,13,0,16461.30769230769
1367,59,PALMITAS (POLANCO),11800,14939.54869,19.43033324,-99.20386127,Miguel Hidalgo,CDMX,366,8,2798.571038251366
1368,60,16 DE SEPTIEMBRE,11820,2717.94,19.40236346,-99.20684868,Miguel Hidalgo,CDMX,4,0,359.25
1369,61,ANAHUAC LAGO SUR,11820,2794.63718,19.44517193,-99.18750076,Miguel Hidalgo,CDMX,269,3,1559.0371747211896
1370,62,CHAPULTEPEC POLANCO (POLANCO),11850,17445.09791,19.42950071,-99.19806545,Miguel Hidalgo,CDMX,414,6,3427.5193236714977
1371,63,LOMAS DE CHAPULTEPEC,11850,14073.35148,19.42754848,-99.20903231,Miguel Hidalgo,CDMX,207,2,2932.855072463768
1372,64,OBSERVATORIO,11860,2472.867233,19.40547921,-99.19424137,Miguel Hidalgo,CDMX,85,0,1037.1176470588234
1373,65,AMERICA,11870,2717.94,19.40383081,-99.20244507,Miguel Hidalgo,CDMX,13,0,480.61538461538464
1374,66,DANIEL GARZA,11870,2717.94,19.40563118,-99.19873659,Miguel Hidalgo,CDMX,31,0,891.6129032258065
1375,67,DANIEL GARZA (AMPL),11870,2114.321457,19.40894175,-99.19354318,Miguel Hidalgo,CDMX,124,0,980.2258064516129
1376,68,ESCANDON I,11870,6057.952815,19.40359627,-99.17697631,Miguel Hidalgo,CDMX,1231,1,1433.9268887083672
1377,69,SAN MIGUEL CHAPULTEPEC I,11870,4590.158578,19.4111076,-99.18809057,Miguel Hidalgo,CDMX,268,0,1225.2985074626865
1378,70,SAN MIGUEL CHAPULTEPEC II,11870,4693.856116,19.41166157,-99.18423493,Miguel Hidalgo,CDMX,748,2,1697.0704144385027
1379,71,TACUBAYA,11878,3922.430236,19.39905897,-99.18790984,Miguel Hidalgo,CDMX,109,0,964.3761467889908
1380,72,POPOTLA I,11900,4170.338401,19.45714395,-99.17823394,Miguel Hidalgo,CDMX,56,1,569.3214285714286
1381,73,POPOTLA II,11900,4221.40806,19.45229377,-99.18058771,Miguel Hidalgo,CDMX,81,0,865.2716049382716
1382,74,BOSQUES DE LAS LOMAS,11910,11304.78212,19.40399006,-99.24232527,Miguel Hidalgo,CDMX,16,1,2455.1875
1383,75,LEGARIA (U HAB),11940,2970.45,19.45001518,-99.20098392,Miguel Hidalgo,CDMX,237,0,2162.071729957806
1384,76,LOMAS DE BEZARES,11940,5654.627436,19.39174301,-99.24135089,Miguel Hidalgo,CDMX,27,0,1194.7407407407406
1385,77,LOMAS ALTAS,11950,6148.034089,19.3976453,-99.23225212,Miguel Hidalgo,CDMX,16,0,1795.5
1386,78,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),11950,9690.434094,19.4232067,-99.22615973,Miguel Hidalgo,CDMX,69,0,1500.2608695652175
1387,79,LOMAS DE REFORMA,11950,8310.55702,19.40322,-99.2344659,Miguel Hidalgo,CDMX,13,1,2108.3846153846152
1388,80,DEPORTIVA PENSIL,11970,2950.802014,19.44989927,-99.20203783,Miguel Hidalgo,CDMX,245,0,2186.54693877551
1389,81,LOMAS DE SOTELO,11200,5504.83,19.44905549,-99.2150497,Miguel Hidalgo,CDMX,66,1,960.5
1390,82,ESCANDON II,11800,6089.307032,19.40013815,-99.17902124,Miguel Hidalgo,CDMX,739,1,1156.1326116373477
1391,83,ARGENTINA ANTIGUA,11270,2969.344424,19.45569232,-99.20428408,Miguel Hidalgo,CDMX,28,0,734.5714285714286
1392,84,IRRIGACION,11500,5646.444358,19.44197747,-99.20846806,Miguel Hidalgo,CDMX,493,2,2224.5010141987827
1393,85,VERONICA ANZURES,11300,9216.572375,19.43599028,-99.17339436,Miguel Hidalgo,CDMX,602,0,3016.270764119601
1394,86,POPO,11480,2970.45,19.44574092,-99.19965227,Miguel Hidalgo,CDMX,518,5,5964.106177606178
1395,87,ANAHUAC II,11320,4608.943614,19.44096709,-99.17697163,Miguel Hidalgo,CDMX,348,2,4019.847701149425
1396,0,SAN LORENZO TLACOYUCAN (PBLO),12500,349.7243564,19.17615028,-99.03236935,Milpa Alta,CDMX,0,0,
1397,1,SAN AGUSTIN OHTENCO (PBLO),12600,450.9285185,19.1936118,-99.01209346,Milpa Alta,CDMX,0,0,
1398,2,SAN BARTOLOME XICOMULCO (PBLO),12600,282.6011526,19.20604782,-99.06855586,Milpa Alta,CDMX,0,0,
1399,3,VILLA MILPA ALTA (PBLO),12700,650.2363138,19.19223946,-99.02348393,Milpa Alta,CDMX,2,0,370.0
1400,4,SAN JERONIMO MIACATLAN (PBLO),12800,585.2124186,19.1919577,-99.00603845,Milpa Alta,CDMX,0,0,
1401,5,SAN JUAN TEPENAHUAC (PBLO),12800,294.9927586,19.18792495,-98.99509822,Milpa Alta,CDMX,1,0,440.0
1402,6,SANTA ANA TLACOTENCO (PBLO),12940,410.7888596,19.17467132,-98.99756864,Milpa Alta,CDMX,0,0,
1403,7,SAN ANTONIO TECOMITL (PBLO),12100,670.6858363,19.2181575,-98.99447297,Milpa Alta,CDMX,2,0,257.0
1404,8,SAN FRANCISCO TECOXPA (PBLO),12700,498.9625882,19.19659512,-99.00494854,Milpa Alta,CDMX,0,0,
1405,9,SAN PEDRO ATOCPAN (PBLO),12200,524.3812246,19.20121106,-99.04972581,Milpa Alta,CDMX,0,0,
1406,10,SAN SALVADOR CUAUHTENCO (PBLO),12300,419.3317143,19.1922759,-99.09067351,Milpa Alta,CDMX,2,0,800.0
1407,0,CUITLAHUAC,13000,397.67,19.26082962,-99.01766111,Tlahuac,CDMX,0,0,
1408,1,ATOTOLCO,13040,290.77,19.26672912,-99.02408578,Tlahuac,CDMX,0,0,
1409,2,SAN JOSE,13040,964.22,19.27605538,-98.99586165,Tlahuac,CDMX,1,0,230.0
1410,3,LA HABANA,13050,964.22,19.26796623,-98.99572608,Tlahuac,CDMX,1,0,230.0
1411,4,QUIAHUATLA,13090,964.22,19.26040418,-99.00377252,Tlahuac,CDMX,0,0,
1412,5,LA JOYITA,13150,204.78,19.31275679,-98.97096817,Tlahuac,CDMX,2,0,654.5
1413,6,LA MESA,13150,204.78,19.31581625,-98.968008,Tlahuac,CDMX,3,0,728.0
1414,7,SANTA CATARINA (AMPL),13150,810.6362937,19.31877226,-98.96229832,Tlahuac,CDMX,2,0,887.5
1415,8,TEOZOMA,13150,204.78,19.31452813,-98.96912649,Tlahuac,CDMX,3,0,728.0
1416,9,SANTA CATARINA YECAHUIZOTL (PBLO),13180,792.2435523,19.30989999,-98.96823781,Tlahuac,CDMX,3,0,728.0
1417,10,SANTA CECILIA,13210,1019.819829,19.27932222,-99.00602359,Tlahuac,CDMX,2,0,238.0
1418,11,LA TURBA,13270,1619.3,19.29559656,-99.05813864,Tlahuac,CDMX,4,0,470.0
1419,12,VILLA CENTROAMERICANA (U HAB),13278,1531.94,19.28303367,-99.05542671,Tlahuac,CDMX,4,0,224.25
1420,13,VILLAS DE LOS TRABAJADORES (GDF) (U HAB),13278,1531.94,19.28136169,-99.05190326,Tlahuac,CDMX,3,0,205.66666666666666
1421,14,GRANJAS CABRERA,13280,1219.648651,19.30029778,-99.06276209,Tlahuac,CDMX,5,0,559.2
1422,15,DEL MAR NORTE,13300,1308.37534,19.29320311,-99.05673239,Tlahuac,CDMX,4,0,470.0
1423,16,DEL MAR SUR,13300,1301.128768,19.28861111,-99.05999409,Tlahuac,CDMX,1,0,280.0
1424,17,LAS ARBOLEDAS,13300,1539.977465,19.30897027,-99.0522334,Tlahuac,CDMX,3,0,370.0
1425,18,LA ESTACION,13319,1147.844784,19.31126259,-99.0417124,Tlahuac,CDMX,0,0,
1426,19,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,13319,1565.426888,19.30651048,-99.04829775,Tlahuac,CDMX,3,0,383.3333333333333
1427,20,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,13319,1448.63272,19.30320304,-99.04278046,Tlahuac,CDMX,2,0,253.0
1428,21,LA NOPALERA,13320,1542.187264,19.29803857,-99.05286926,Tlahuac,CDMX,5,0,491.2
1429,22,MIGUEL HIDALGO OTE,13360,1531.94,19.29249965,-99.04339803,Tlahuac,CDMX,5,0,1016.0
1430,23,TEMPILULI,13360,397.67,19.28165553,-99.02735533,Tlahuac,CDMX,0,0,
1431,24,3 DE MAYO,13429,615.5569912,19.29716475,-98.99550993,Tlahuac,CDMX,0,0,
1432,25,TIERRA Y LIBERTAD,13429,964.22,19.26107146,-99.00682688,Tlahuac,CDMX,0,0,
1433,26,SELENE 2da SECC,13430,968.5729494,19.28495134,-99.00483565,Tlahuac,CDMX,8,0,242.75
1434,27,SANTIAGO ZAPOTITLAN (PBLO),13440,931.7835304,19.29997196,-99.03499009,Tlahuac,CDMX,4,0,1162.5
1435,28,LOPEZ PORTILLO,13450,816.070998,19.30246197,-99.02114047,Tlahuac,CDMX,1,1,1944.0
1436,29,LOS OLIVOS,13450,1416.489459,19.30135062,-99.05897125,Tlahuac,CDMX,9,0,555.1111111111111
1437,30,OJO DE AGUA,13450,1093.15088,19.289271,-99.01258398,Tlahuac,CDMX,0,0,
1438,31,SELENE (AMPL),13450,964.22,19.28661796,-98.99450584,Tlahuac,CDMX,4,0,245.0
1439,32,EL TRIANGULO,13460,744.7805306,19.28593392,-99.01465245,Tlahuac,CDMX,0,0,
1440,33,SELENE 1a SECC,13460,965.8234579,19.29245165,-99.00280243,Tlahuac,CDMX,7,0,242.0
1441,34,LA CONCHITA II,13509,1538.257798,19.29009293,-99.03250078,Tlahuac,CDMX,2,0,390.0
1442,35,FRANCISCO VILLA,13529,822.85,19.24836773,-99.00049446,Tlahuac,CDMX,1,0,206.0
1443,36,TIERRA BLANCA,13549,721.9337692,19.23867388,-99.00330243,Tlahuac,CDMX,1,0,206.0
1444,37,LA CONCHITA I,13600,1540.871987,19.28986281,-99.03860178,Tlahuac,CDMX,4,0,520.0
1445,38,SAN FRANCISCO TLALTENCO (PBLO),13600,1031.974865,19.29606173,-99.01735317,Tlahuac,CDMX,1,1,1944.0
1446,39,PEA ALTA,13640,697.9574807,19.23615067,-99.00147071,Tlahuac,CDMX,0,0,
1447,40,SAN MIGUEL ZAPOTITLA,13700,1144.494962,19.30686803,-99.03904985,Tlahuac,CDMX,2,0,1875.0
1448,41,TEPANTITLAMILCO,13700,390.25375,19.21950188,-98.97110152,Tlahuac,CDMX,0,0,
1449,42,EMILIANO ZAPATA 1A,13720,653.5511261,19.21090578,-98.97197001,Tlahuac,CDMX,0,0,
1450,43,EMILIANO ZAPATA 2A,13720,439.94,19.2074232,-98.96834519,Tlahuac,CDMX,0,0,
1451,44,SAN NICOLAS TETELCO (PBLO),13730,392.4294693,19.21689603,-98.97286085,Tlahuac,CDMX,0,0,
1452,45,TEZONTITLA-ZOMPANTITLA,13900,727.6731148,19.29646975,-99.00284641,Tlahuac,CDMX,0,0,
1453,46,MIGUEL HIDALGO,13200,1540.851955,19.29458419,-99.04832627,Tlahuac,CDMX,5,0,971.2
1454,47,LA DRAGA,13273,397.67,19.28409484,-99.04313424,Tlahuac,CDMX,1,0,198.0
1455,48,JARDINES DEL LLANO-U.H. VILLA TLATEMPA,13550,820.4594302,19.23158026,-98.99170479,Tlahuac,CDMX,2,0,457.0
1456,49,AGRICOLA METROPOLITANA,13280,1531.94,19.29134347,-99.05286679,Tlahuac,CDMX,4,0,1021.25
1457,50,SAN JUAN IXTAYOPAN (PBLO),13500,820.4699076,19.24256498,-98.99652606,Tlahuac,CDMX,1,0,206.0
1458,51,SAN PEDRO TLAHUAC (PBLO),13120,923.8342529,19.26892762,-99.00453885,Tlahuac,CDMX,1,0,230.0
1459,52,JAIME TORRES BODET,13530,553.3607859,19.23078031,-98.99866339,Tlahuac,CDMX,1,0,200.0
1460,53,EL ROSARIO,13540,673.1385915,19.2416746,-99.00457,Tlahuac,CDMX,1,0,206.0
1461,54,SAN ANDRES MIXQUIC (PBLO),13600,487.8926467,19.22515939,-98.96190215,Tlahuac,CDMX,1,1,225.0
1462,0,EL ZACATON,14734,274.53,19.26592297,-99.24029244,Tlalpan,CDMX,1,0,800.0
1463,1,VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),14020,10689.20628,19.29699119,-99.18709909,Tlalpan,CDMX,25,1,765.56
1464,2,ISIDRO FABELA II (ORIENTE),14049,2036.951341,19.300506,-99.17042535,Tlalpan,CDMX,83,0,766.0843373493976
1465,3,PUEBLO QUIETO,14050,2840.89931,19.29909415,-99.16042165,Tlalpan,CDMX,73,3,770.7260273972603
1466,4,SAN PEDRO APOSTOL (BARR),14070,2252.085895,19.29610104,-99.173931,Tlalpan,CDMX,47,0,454.3191489361702
1467,5,ZAPOTE-LUIS DONALDO COLOSIO (U HABS),14070,3252.847966,19.3001705,-99.17860711,Tlalpan,CDMX,60,0,666.2333333333333
1468,6,SECCION XVI,14080,2953.798202,19.29150145,-99.15745976,Tlalpan,CDMX,60,1,697.2166666666667
1469,7,NIO JESUS (BARR),14090,2450.0,19.28617194,-99.16163805,Tlalpan,CDMX,70,1,621.8
1470,8,EMILIO PORTES GIL PEMEX PICACHO (U HAB),14200,7213.66,19.30169256,-99.21958146,Tlalpan,CDMX,14,0,1284.5
1471,9,CHICHICASPATL,14201,731.67,19.27566121,-99.24326639,Tlalpan,CDMX,1,0,360.0
1472,10,PARQUES DEL PEDREGAL,14210,9396.702381,19.30038959,-99.19193311,Tlalpan,CDMX,25,1,1322.6
1473,11,CUCHILLA DE PADIERNA,14240,1053.035881,19.27605,-99.2186031,Tlalpan,CDMX,7,0,621.4285714285714
1474,12,LOMAS DE PADIERNA (AMPL),14240,4766.74,19.29699623,-99.22009923,Tlalpan,CDMX,15,0,550.0
1475,13,LOMAS DEL PEDREGAL,14240,996.73,19.27389664,-99.21831174,Tlalpan,CDMX,4,0,587.5
1476,14,CONJUNTO HABITACIONAL PEDREGAL DEL LAGO,14260,4952.23,19.30905969,-99.22446628,Tlalpan,CDMX,42,2,1278.8095238095239
1477,15,LOMAS DE  PADIERNA II,14260,1703.708334,19.29337288,-99.22101222,Tlalpan,CDMX,12,0,569.8333333333334
1478,16,CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN,14266,6765.439567,19.29354454,-99.19028145,Tlalpan,CDMX,20,0,827.2
1479,17,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEA POBRE,14269,3247.690283,19.29696031,-99.17902992,Tlalpan,CDMX,49,0,535.7755102040817
1480,18,POPULAR STA TERESA,14280,1699.51,19.30104522,-99.22410153,Tlalpan,CDMX,15,0,860.3333333333334
1481,19,HEROES DE PADIERNA I,14300,1427.1,19.28575792,-99.22412312,Tlalpan,CDMX,22,0,577.5
1482,20,BELISARIO DOMINGUEZ,14310,2450.0,19.29028594,-99.15590122,Tlalpan,CDMX,45,1,680.0666666666667
1483,21,ISIDRO  FABELA (AMPL),14330,2023.68,19.29806347,-99.17132726,Tlalpan,CDMX,61,0,610.8196721311475
1484,22,TENORIOS INFONAVIT 1 Y 2 (U HAB),14330,4394.76,19.29691755,-99.11741812,Tlalpan,CDMX,47,2,673.4042553191489
1485,23,UNIDADES HABITACIONALES DE TENORIOS,14330,4394.76,19.2952792,-99.11673909,Tlalpan,CDMX,42,2,718.7142857142857
1486,24,CONJUNTO URBANO CUEMANCO (U HAB),14336,5756.117072,19.29709272,-99.10539591,Tlalpan,CDMX,12,0,843.1666666666666
1487,25,TORIELLO GUERRA,14350,2683.873063,19.29587238,-99.16446886,Tlalpan,CDMX,87,3,587.7701149425287
1488,26,PRADO COAPA 2A SECCION,14357,3036.598799,19.29864252,-99.13289752,Tlalpan,CDMX,62,1,904.3709677419355
1489,27,VERGEL DE COYOACAN-VERGEL DEL SUR,14360,2926.667047,19.30222546,-99.13739581,Tlalpan,CDMX,61,2,690.016393442623
1490,28,JARDINES COAPA-BELISARIO DOMINGUEZ,14370,2925.04,19.30396618,-99.13331078,Tlalpan,CDMX,50,1,638.48
1491,29,VILLA DEL PUENTE FOVISSSTE  (U HAB),14370,3225.243836,19.29638053,-99.1062793,Tlalpan,CDMX,17,0,811.4117647058823
1492,30,AMSA,14380,3310.012353,19.28509467,-99.13943468,Tlalpan,CDMX,41,2,584.2439024390244
1493,31,SAN BARTOLO EL CHICO,14380,2289.957442,19.28488324,-99.13098775,Tlalpan,CDMX,35,0,763.2285714285714
1494,32,RANCHO LOS COLORINES (FRACC),14386,2624.01007,19.28816967,-99.13756485,Tlalpan,CDMX,37,0,519.7567567567568
1495,33,EX HACIENDA SAN JUAN DE DIOS,14387,2787.394436,19.2877584,-99.13162099,Tlalpan,CDMX,46,0,726.804347826087
1496,34,RINCONADA (U HAB),14387,2789.74,19.28634003,-99.13510594,Tlalpan,CDMX,40,0,536.25
1497,35,HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,14389,3025.058646,19.29085123,-99.14372599,Tlalpan,CDMX,48,0,479.5416666666667
1498,36,ARBOLEDAS DEL SUR,14390,2616.89,19.29221828,-99.13819825,Tlalpan,CDMX,57,0,791.9122807017544
1499,37,GRANJAS COAPA ORIENTE,14390,4093.301303,19.29795965,-99.10805341,Tlalpan,CDMX,22,0,765.5909090909091
1500,38,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),14390,4191.071013,19.29217522,-99.12876012,Tlalpan,CDMX,49,0,1019.6938775510204
1501,39,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB),14390,3727.395264,19.28952362,-99.12743131,Tlalpan,CDMX,41,0,807.3658536585366
1502,40,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB),14390,3707.48,19.28761182,-99.12407659,Tlalpan,CDMX,31,0,541.9677419354839
1503,41,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),14390,3720.974479,19.29255838,-99.12118325,Tlalpan,CDMX,37,0,525.4864864864865
1504,42,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB),14390,3906.738715,19.29058682,-99.12372087,Tlalpan,CDMX,38,0,503.55263157894734
1505,43,PRADO COAPA 3A SECCION-POTRERO ACOXPA,14390,2679.537612,19.29285757,-99.13296531,Tlalpan,CDMX,56,0,943.625
1506,44,SAUZALES CEBADALES (U HAB),14390,5247.701136,19.29810807,-99.11076899,Tlalpan,CDMX,26,0,750.5769230769231
1507,45,TRES FUENTES (U HAB),14390,2795.98,19.29825151,-99.1219379,Tlalpan,CDMX,42,2,578.2857142857143
1508,46,VILLA COAPA (RDCIAL),14390,2795.98,19.2899589,-99.11913992,Tlalpan,CDMX,27,0,544.925925925926
1509,47,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,14397,3273.942787,19.2979382,-99.12855487,Tlalpan,CDMX,64,1,883.75
1510,48,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),14399,2837.084958,19.29569869,-99.12038184,Tlalpan,CDMX,43,2,610.8604651162791
1511,49,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,14399,3085.478347,19.29983715,-99.12280731,Tlalpan,CDMX,44,2,595.3181818181819
1512,50,RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,14399,3155.352435,19.2961877,-99.12338688,Tlalpan,CDMX,49,2,577.8571428571429
1513,51,PEDREGAL DE SN NICOLAS 2A SECC,14400,1304.324776,19.28879965,-99.23510963,Tlalpan,CDMX,9,0,1125.7777777777778
1514,52,EL DIVISADERO,14408,730.32,19.25331267,-99.15895491,Tlalpan,CDMX,2,0,906.0
1515,53,NUEVO RENACIMIENTO DE AXALCO,14408,730.32,19.25550323,-99.16138028,Tlalpan,CDMX,2,0,906.0
1516,54,PROGRESO TLALPAN,14408,730.32,19.25292981,-99.15679187,Tlalpan,CDMX,3,0,837.3333333333334
1517,55,JARDINES DEL AJUSCO,14410,1706.379726,19.2870162,-99.21423952,Tlalpan,CDMX,20,0,584.9
1518,56,LA FAMA,14410,3786.447019,19.29104574,-99.17752588,Tlalpan,CDMX,37,0,518.6216216216217
1519,57,TLALPAN CENTRO,14410,3792.780791,19.28731886,-99.17126989,Tlalpan,CDMX,58,0,551.8103448275862
1520,58,CALVARIO CAMISETAS,14420,3530.425976,19.28851268,-99.17833842,Tlalpan,CDMX,41,0,582.4878048780488
1521,59,FLORESTA-PRADO-VERGEL COAPA,14420,2979.342574,19.30342893,-99.12908282,Tlalpan,CDMX,50,1,665.44
1522,60,"MESA LOS HORNOS, TEXCALTENCO",14429,1809.71,19.27492806,-99.18469049,Tlalpan,CDMX,18,0,555.1666666666666
1523,61,COAPA-VILLA CUEMANCO,14430,2895.936204,19.29362493,-99.11099545,Tlalpan,CDMX,21,1,811.047619047619
1524,62,GRANJAS COAPA,14430,4546.269066,19.29581918,-99.11392084,Tlalpan,CDMX,32,0,652.34375
1525,63,IGNACIO CHAVEZ (U HAB),14430,2948.441725,19.29708277,-99.10428997,Tlalpan,CDMX,7,0,777.4285714285714
1526,64,RESIDENCIAL INSURGENTES SUR (U HAB),14430,2357.936779,19.27891724,-99.17237447,Tlalpan,CDMX,48,1,679.6875
1527,65,MIGUEL HIDALGO,14440,2620.491756,19.28651997,-99.18596175,Tlalpan,CDMX,32,0,623.0625
1528,66,SANTISIMA TRINIDAD,14449,1809.71,19.27198816,-99.18598058,Tlalpan,CDMX,4,0,399.0
1529,67,JARDINES EN LA MONTAA,14450,8986.96822,19.30107075,-99.2037663,Tlalpan,CDMX,15,0,1246.4666666666667
1530,68,LA  LONJA,14470,2349.645665,19.29123932,-99.1804253,Tlalpan,CDMX,34,0,502.2352941176471
1531,69,LOMAS DE TEXCALATLACO,14476,351.59,19.23791624,-99.15118575,Tlalpan,CDMX,5,0,1106.8
1532,70,ORIENTE (AMPL),14476,730.32,19.25236693,-99.1620407,Tlalpan,CDMX,3,0,722.6666666666666
1533,71,PLAN DE AYALA,14476,548.117907,19.23907478,-99.14898654,Tlalpan,CDMX,4,0,750.0
1534,72,LA PALMA,14479,734.5786861,19.24987853,-99.15708565,Tlalpan,CDMX,4,0,778.0
1535,73,VIVEROS DE COACTETLAN,14479,737.5062025,19.24428211,-99.15362715,Tlalpan,CDMX,6,0,1055.6666666666667
1536,74,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,14500,274.53,19.21147635,-99.15609573,Tlalpan,CDMX,2,0,850.0
1537,75,LOS PASTORES,14550,187.49,19.19896061,-99.14990123,Tlalpan,CDMX,2,0,652.0
1538,76,PEDREGAL DE SN NICOLAS 3A SECC,14600,1307.03,19.28420811,-99.23658971,Tlalpan,CDMX,7,0,1339.2857142857142
1539,77,TORRES DE PADIERNA,14600,1657.940759,19.28101974,-99.22823182,Tlalpan,CDMX,10,0,1141.8
1540,78,ISSSFAM No. 1 (U HAB)-VILLA TLALPAN,14630,3010.120066,19.27744962,-99.16200473,Tlalpan,CDMX,64,1,519.21875
1541,79,PEDREGAL DE STA URSULA XITLA,14630,1660.865011,19.27365912,-99.17822014,Tlalpan,CDMX,25,0,401.16
1542,80,TLALCOLIGIA,14640,2044.591134,19.27587608,-99.17143435,Tlalpan,CDMX,51,1,2439.3529411764707
1543,81,CLUB DE GOLF MEXICO-SAN BUENAVENTURA,14645,3501.609754,19.27824993,-99.15732624,Tlalpan,CDMX,33,1,505.0
1544,82,COLINAS DEL BOSQUE-LAS TORTOLAS,14648,3052.217696,19.27747337,-99.1492407,Tlalpan,CDMX,19,0,726.9473684210526
1545,83,EJIDOS DE SAN PEDRO MARTIR I (NORTE),14650,1694.968372,19.27210201,-99.15683265,Tlalpan,CDMX,20,0,519.05
1546,84,FOVISSSTE SAN PEDRO MARTIR ( U HAB),14650,2697.85,19.274454,-99.16081154,Tlalpan,CDMX,40,1,551.75
1547,85,LA JOYA,14650,2461.57219,19.28074345,-99.16465317,Tlalpan,CDMX,84,2,652.1666666666666
1548,86,LOS VOLCANES,14650,1551.259942,19.26989433,-99.17492854,Tlalpan,CDMX,32,0,3292.875
1549,87,MOVIMIENTO ORGANIZADO DE TLALPAN-EL MIRADOR (RNCDA),14650,1786.39,19.26678342,-99.1528576,Tlalpan,CDMX,7,0,461.42857142857144
1550,88,TECORRAL,14650,875.1419259,19.25962204,-99.16645566,Tlalpan,CDMX,3,0,678.3333333333334
1551,89,VILLA LAZARO CARDENAS,14650,2529.748318,19.29694789,-99.14025337,Tlalpan,CDMX,72,2,634.7916666666666
1552,90,ZACATIENDA,14650,730.32,19.25808429,-99.16407162,Tlalpan,CDMX,3,0,804.0
1553,91,DOLORES TLALI,14654,1037.964,19.24209934,-99.1464322,Tlalpan,CDMX,4,0,750.0
1554,92,AMPLIACION MIGUEL HIDALGO 4A SECC,14657,1021.547226,19.27297696,-99.21020052,Tlalpan,CDMX,10,0,751.9
1555,93,ATOCPA SUR,14657,679.26,19.25440104,-99.18542385,Tlalpan,CDMX,0,0,
