nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred
SAN JUAN DE ARAGON 1A SECCION (U HAB) I,7979,2652.55,19.45564942,-99.0924271,Gustavo A. Madero,CDMX,21,0,974.3333333333334,1,0,2139.8568333194776
SAN JUAN DE ARAGON 1A SECCION (U HAB) II,7970,2652.55,19.46214892,-99.0913633,Gustavo A. Madero,CDMX,11,0,579.7272727272727,1,0,2128.9387591186482
SAN JUAN DE ARAGON 2A SECCION (U HAB) I,7970,2652.55,19.45096531,-99.08674702,Gustavo A. Madero,CDMX,18,0,954.1666666666666,1,0,2136.2536888008426
SAN JUAN DE ARAGON 2A SECCION (U HAB) II,7969,2652.55,19.45669543,-99.08483365,Gustavo A. Madero,CDMX,5,0,494.6,1,0,2121.8819375591934
SAN JUAN DE ARAGON 3A SECCION (U HAB) I,7990,2677.35,19.45206086,-99.07316109,Gustavo A. Madero,CDMX,16,0,710.25,1,0,2134.6206273340913
SAN JUAN DE ARAGON 3A SECCION (U HAB) II,7969,2677.35,19.45164733,-99.06915914,Gustavo A. Madero,CDMX,35,0,636.1142857142858,1,0,2158.114097949143
SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I,7990,2581.65,19.45104186,-99.06369955,Gustavo A. Madero,CDMX,33,0,641.2727272727273,1,0,2155.6499278834017
SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,7990,2581.75745,19.45715831,-99.06487011,Gustavo A. Madero,CDMX,31,0,722.7741935483871,1,0,2152.9310180134007
SAN JUAN DE ARAGON 6A SECCION (U HAB) I,7979,2598.54,19.4693928,-99.06938285,Gustavo A. Madero,CDMX,4,2,382.5,1,1,3172.709471278361
SAN JUAN DE ARAGON 6A SECCION (U HAB) II,7979,2598.54,19.46629079,-99.06397923,Gustavo A. Madero,CDMX,4,0,479.25,1,0,2120.7096783743127
SAN JUAN DE ARAGON 7 SECC (U HAB) I,7970,2598.54,19.4699068,-99.07811979,Gustavo A. Madero,CDMX,2,2,422.0,1,1,3170.130711020421
SAN JUAN DE ARAGON 7 SECC (U HAB) II,7920,2598.54,19.46936499,-99.0733484,Gustavo A. Madero,CDMX,2,2,400.0,1,1,3170.2041201591665
SAN JUAN III (U HAB),7469,2425.71,19.47986645,-99.09398223,Gustavo A. Madero,CDMX,4,0,580.0,1,0,2120.3734978866487
SAN JUAN Y GUADALUPE TICOMAN (BARR),7350,1076.238306,19.52100077,-99.1291604,Gustavo A. Madero,CDMX,2,0,1900.0,1,0,2113.5219920758136
SAN MIGUEL CUAUTEPEC,7109,884.1826866,19.55991797,-99.13590176,Gustavo A. Madero,CDMX,2,0,202.0,1,0,2119.1878428753575
SAN MIGUEL-LA ESCALERA (BARR),7950,2252.96,19.47135667,-99.08908966,Gustavo A. Madero,CDMX,4,2,292.5,1,1,3173.009781391411
SAN PEDRO EL CHICO,7920,1981.83,19.4711696,-99.09787661,Gustavo A. Madero,CDMX,5,0,428.8,1,0,2122.101497619623
SAN PEDRO ZACATENCO (PBLO),7730,2122.536262,19.50650986,-99.12192032,Gustavo A. Madero,CDMX,13,0,4091.3846153846152,1,0,2119.6680920095673
SAN RAFAEL TICOMAN (BARR),7360,1632.474771,19.51531599,-99.1243848,Gustavo A. Madero,CDMX,2,0,1900.0,1,0,2113.5219920758136
SANTA ISABEL TOLA (PBLO),7810,2259.222479,19.49783704,-99.11394401,Gustavo A. Madero,CDMX,4,0,290.25,1,0,2121.340329611718
SANTA ROSA,7620,1918.44,19.52358712,-99.16922387,Gustavo A. Madero,CDMX,10,0,462.8,1,0,2128.105440847724
SANTIAGO ATEPETLAC,7670,1991.130077,19.52418742,-99.16042898,Gustavo A. Madero,CDMX,6,0,648.1666666666666,1,0,2122.592998268606
SANTIAGO ATEPETLAC (LA SELVITA) (U HAB),7640,2190.49,19.51957459,-99.14764167,Gustavo A. Madero,CDMX,2,1,575.0,1,1,2643.7817040619766
SANTIAGO ATZACOALCO (PBLO),7430,1948.5,19.49620004,-99.09709067,Gustavo A. Madero,CDMX,2,0,657.5,1,0,2117.667940025421
SCT (U HAB),7770,4214.41,19.50768733,-99.15676211,Gustavo A. Madero,CDMX,11,1,694.0909090909091,1,1,2654.39563270085
SIETE MARAVILLAS,7709,2907.138571,19.51388988,-99.14384237,Gustavo A. Madero,CDMX,5,1,1892.6,1,1,2643.055600236076
SOLIDARIDAD NACIONAL,7280,922.764589,19.53294239,-99.15383401,Gustavo A. Madero,CDMX,3,0,566.6666666666666,1,0,2119.1945095307165
SUTIC VALLEJO (U HAB),7330,2716.99,19.51606657,-99.13957583,Gustavo A. Madero,CDMX,4,0,2350.0,1,0,2114.467398996665
TABLAS DE SAN AGUSTIN,7890,1981.83,19.46455833,-99.1125676,Gustavo A. Madero,CDMX,23,0,664.5652173913044,1,0,2143.3374185602215
TEPETATAL,7300,635.32,19.56249798,-99.13797876,Gustavo A. Madero,CDMX,2,0,202.0,1,0,2119.1878428753575
TEPEYAC INSURGENTES,7820,3223.64825,19.48373178,-99.1218466,Gustavo A. Madero,CDMX,28,3,509.9642857142857,1,1,3727.4861207216927
TLACAELEL,7750,637.2465934,19.55950237,-99.1446491,Gustavo A. Madero,CDMX,2,0,202.0,1,0,2119.1878428753575
TLACAMACA,7870,2885.083717,19.47468352,-99.13676789,Gustavo A. Madero,CDMX,23,0,851.304347826087,1,0,2142.71431134498
TLALPEXCO,7188,676.5039212,19.54660282,-99.12591314,Gustavo A. Madero,CDMX,0,0,0.0,0,0,2117.414914754102
TORRES DE QUIROGA (U HAB),7450,2425.71,19.49092079,-99.09599295,Gustavo A. Madero,CDMX,6,0,581.8333333333334,1,0,2122.814337944521
TORRES DE SAN JUAN (U HAB),7469,2425.71,19.47874397,-99.09293846,Gustavo A. Madero,CDMX,3,0,456.6666666666667,1,0,2119.5615552244444
TORRES DE SAN JUAN 1B (U HAB),7495,2425.71,19.48058493,-99.09265531,Gustavo A. Madero,CDMX,2,0,575.0,1,0,2117.943224295717
TORRES LINDAVISTA (FRACC),7750,3944.719855,19.510373,-99.1435466,Gustavo A. Madero,CDMX,5,1,1892.6,1,1,2643.055600236076
TRES ESTRELLAS,7820,1981.83,19.47221424,-99.11116109,Gustavo A. Madero,CDMX,21,0,739.2857142857143,1,0,2140.641135286681
TRIUNFO DE LA REPUBLICA,7070,1822.642051,19.49171791,-99.10943857,Gustavo A. Madero,CDMX,3,0,298.6666666666667,1,0,2120.0887663117987
VALLE DE MADERO,7910,923.4826855,19.5504428,-99.13889921,Gustavo A. Madero,CDMX,1,0,223.0,1,0,2117.8942917725954
VALLE DEL TEPEYAC,7790,3080.465294,19.48815202,-99.14162753,Gustavo A. Madero,CDMX,33,1,604.9090909090909,1,1,2681.6097450690754
VALLEJO I,7880,3956.592761,19.46772618,-99.13441583,Gustavo A. Madero,CDMX,31,0,966.9032258064516,1,0,2152.1164133769985
VALLEJO II,7890,4042.112642,19.46550336,-99.12863106,Gustavo A. Madero,CDMX,30,0,673.6,1,0,2151.871622688391
VALLEJO PONIENTE,7870,2611.56,19.4677311,-99.1423092,Gustavo A. Madero,CDMX,41,0,598.0,1,0,2165.582149356909
VASCO DE QUIROGA,7440,2009.44874,19.4943962,-99.09424193,Gustavo A. Madero,CDMX,1,0,690.0,1,0,2116.336015963769
VERONICA CASTRO,7144,557.55,19.57317046,-99.12919566,Gustavo A. Madero,CDMX,0,0,0.0,0,0,2117.414914754102
VILLA DE ARAGON,7570,2405.635067,19.46391633,-99.05750688,Gustavo A. Madero,CDMX,12,0,402.4166666666667,1,0,2130.7538841744877
VILLA DE ARAGON (FRACC),7970,2380.752377,19.46848952,-99.06063316,Gustavo A. Madero,CDMX,8,0,339.0,1,0,2126.071576606018
VILLA GUSTAVO A MADERO,7660,2265.687834,19.48332371,-99.11227153,Gustavo A. Madero,CDMX,18,0,725.6111111111111,1,0,2137.0163281866994
VILLA HERMOSA,7410,1604.13,19.50210296,-99.09220248,Gustavo A. Madero,CDMX,4,0,487.5,1,0,2120.6821499472835
VISTA HERMOSA,7410,672.9,19.54777697,-99.12243322,Gustavo A. Madero,CDMX,0,0,0.0,0,0,2117.414914754102
ZONA ESCOLAR I,7300,938.48,19.53886306,-99.14993835,Gustavo A. Madero,CDMX,1,0,250.0,1,0,2117.8041987386805
ZONA ESCOLAR II,7270,938.48,19.54159661,-99.14743419,Gustavo A. Madero,CDMX,1,0,250.0,1,0,2117.8041987386805
ZONA ESCOLAR ORIENTE,7339,938.48,19.53980112,-99.14313331,Gustavo A. Madero,CDMX,1,0,250.0,1,0,2117.8041987386805
PANTITLAN I,8100,4463.0,19.41663869,-99.06700054,Iztacalco,CDMX,24,0,1240.1666666666667,1,0,2087.9609746463084
PANTITLAN V,8100,6925.0,19.40632585,-99.06049633,Iztacalco,CDMX,26,0,569.1923076923077,1,0,2092.6468253057124
FRACCIONAMIENTO COYUYA,8320,627.0,19.40045813,-99.11496305,Iztacalco,CDMX,33,0,871.3939393939394,1,0,2100.202796438397
EX EJIDOS DE LA MAGDALENA MIXIHUCA,8400,298.0,19.3932943,-99.08856992,Iztacalco,CDMX,18,0,528.7777777777778,1,0,2082.9938497173907
AGRICOLA ORIENTAL I,8500,4809.0,19.40234107,-99.07669727,Iztacalco,CDMX,32,0,639.125,1,0,2099.75434782254
AGRICOLA ORIENTAL II,8500,2791.0,19.39468824,-99.07862517,Iztacalco,CDMX,10,0,710.2,1,0,2072.600653905594
AGRICOLA ORIENTAL III,8500,2487.0,19.39047869,-99.07563191,Iztacalco,CDMX,9,0,802.3333333333334,1,0,2071.069746587554
AGRICOLA ORIENTAL VIII,8500,2389.0,19.38781011,-99.06231984,Iztacalco,CDMX,6,0,766.3333333333334,1,0,2067.5194344036227
CUCHILLA AGRICOLA ORIENTAL,8500,365.0,19.40423319,-99.08099744,Iztacalco,CDMX,26,0,692.7307692307693,1,0,2092.234604757372
AGRICOLA ORIENTAL IV,8510,2144.0,19.3998925,-99.06806985,Iztacalco,CDMX,19,0,490.3684210526316,1,0,2084.345491996667
AGRICOLA ORIENTAL V,8520,2601.0,19.39450845,-99.0690467,Iztacalco,CDMX,13,0,757.2307692307693,1,0,2076.1141588500286
AGRICOLA ORIENTAL VI,8560,3475.0,19.39560413,-99.06197953,Iztacalco,CDMX,13,0,553.0,1,0,2076.795631798873
AGRICOLA ORIENTAL VII,8580,2179.0,19.38824367,-99.06817215,Iztacalco,CDMX,5,0,1108.8,1,0,2065.153220067433
SAN FCO XICALTONGO,8619,455.0,19.39617725,-99.12502099,Iztacalco,CDMX,17,0,608.0588235294117,1,0,2081.505827643092
NUEVA STA ANITA,8630,621.0,19.39896853,-99.12684743,Iztacalco,CDMX,39,0,713.4615384615385,1,0,2108.0706544209033
CUCHILLA RAMOS MILLAN,8730,1003.0,19.38743957,-99.09212465,Iztacalco,CDMX,12,3,422.5833333333333,1,1,3653.522763953604
JUVENTINO ROSAS II,8730,1222.0,19.39096716,-99.10604404,Iztacalco,CDMX,22,0,479.45454545454544,1,0,2088.052345417093
TLACOTAL RAMOS MILLAN,8730,1439.0,19.39551691,-99.10665128,Iztacalco,CDMX,26,0,546.0384615384615,1,0,2092.724084574112
AMPLIACION RAMOS MILLAN,8740,1883.0,19.38710699,-99.09786924,Iztacalco,CDMX,6,3,424.6666666666667,1,1,3646.174939872313
GABRIEL RAMOS MILLAN,8740,1374.0,19.39306173,-99.10169897,Iztacalco,CDMX,18,0,554.6111111111111,1,0,2082.9076495923487
JUVENTINO ROSAS I,8740,1197.0,19.39256829,-99.11078451,Iztacalco,CDMX,22,0,517.4545454545455,1,0,2087.925547813805
MOSCO CHINAMPA,8760,209.0,19.38901249,-99.10146129,Iztacalco,CDMX,6,2,419.1666666666667,1,1,3120.3548123907403
PICOS IZTACALCO 2A,8770,424.0,19.38831147,-99.10661618,Iztacalco,CDMX,5,2,369.8,1,1,3119.296059305996
VIADUCTO PIEDAD,8830,3098.0,19.40108553,-99.13154729,Iztacalco,CDMX,76,0,640.4078947368421,1,0,2153.5831317805037
REFORMA IZTACCIHUATL SUR,8840,1411.0,19.3776493,-99.12860685,Iztacalco,CDMX,32,0,592.40625,1,0,2099.9102379680294
GRANJAS MEXICO II,8900,2829.0,19.39923232,-99.09432222,Iztacalco,CDMX,26,0,643.1538461538462,1,0,2092.4000319948595
INFONAVIT IZTACALCO (U HAB) I,8900,3198.0,19.38550511,-99.10605858,Iztacalco,CDMX,2,2,379.5,1,1,3115.5932563202155
REFORMA IZTACCIHUATL NORTE,8900,2001.0,19.38658583,-99.1298822,Iztacalco,CDMX,47,0,625.2553191489362,1,0,2118.1528090285688
SAN MIGUEL,8900,1158.0,19.39192428,-99.11695229,Iztacalco,CDMX,18,0,637.5,1,0,2082.631067685762
SAN PEDRO IZTACALCO,8900,1114.0,19.39456946,-99.12910774,Iztacalco,CDMX,36,0,565.2222222222222,1,0,2104.894860034177
SANTIAGO NORTE,8900,767.0,19.39254948,-99.12427591,Iztacalco,CDMX,10,0,611.0,1,0,2072.9316623857558
SANTIAGO SUR,8900,2153.0,19.38717751,-99.12512846,Iztacalco,CDMX,19,0,666.578947368421,1,0,2083.7575164069062
TLAZINTLA,8900,501.0,19.39652929,-99.11170486,Iztacalco,CDMX,31,0,734.5806451612904,1,0,2098.2123546840485
LA CRUZ,8910,805.0,19.40332529,-99.11607147,Iztacalco,CDMX,28,0,952.1071428571428,1,0,2093.81608059807
LA ASUNCION,8920,403.0,19.38962095,-99.11860601,Iztacalco,CDMX,9,0,590.6666666666666,1,0,2071.7760314830607
PICOS IZTACALCO 1-A,8920,417.0,19.38936144,-99.11483241,Iztacalco,CDMX,15,0,781.0666666666667,1,0,2078.4815812133115
JARDINES TECMA,8930,250.0,19.38750962,-99.11697913,Iztacalco,CDMX,10,0,831.6,1,0,2072.1955689308797
PICOS IZTACALCO 1B,8930,422.0,19.38886539,-99.11057709,Iztacalco,CDMX,14,0,657.0714285714286,1,0,2077.6718471810395
RAMOS MILLAN BRAMADERO II,8930,1461.0,19.3925059,-99.09261107,Iztacalco,CDMX,20,0,491.0,1,0,2085.566863300328
SANTA CRUZ,8930,312.0,19.38828331,-99.12022337,Iztacalco,CDMX,11,0,542.8181818181819,1,0,2074.382648790208
RAMOS MILLAN BRAMADERO I,8000,1411.0,19.39206964,-99.09660962,Iztacalco,CDMX,20,0,463.55,1,0,2085.6584578848083
CARLOS ZAPATA VELA,8040,1481.0,19.38234912,-99.09692812,Iztacalco,CDMX,3,3,518.0,1,1,3642.193070933332
EL RODEO,8510,951.0,19.39320139,-99.08526322,Iztacalco,CDMX,15,0,586.6666666666666,1,0,2079.1302510574997
ZAPOTLA,8610,1501.0,19.39608029,-99.12097177,Iztacalco,CDMX,20,0,545.45,1,0,2085.3851756819327
LOS REYES,8620,1479.0,19.39671926,-99.11731788,Iztacalco,CDMX,26,0,725.3846153846154,1,0,2092.1256460881496
INFONAVIT IZTACALCO (U HAB) II,8900,2608.0,19.38238009,-99.10637599,Iztacalco,CDMX,2,2,379.5,1,1,3115.5932563202155
MILITAR MARTE,8830,2485.0,19.38091967,-99.12864458,Iztacalco,CDMX,35,1,645.5142857142857,1,1,2629.241944183338
CAMPAMENTO 2 DE OCTUBRE II,8930,1332.0,19.3849573,-99.11947195,Iztacalco,CDMX,11,0,782.3636363636364,1,0,2073.583338539817
CAMPAMENTO 2 DE OCTUBRE I,8930,1771.0,19.38478526,-99.11393405,Iztacalco,CDMX,4,0,1028.5,1,0,2064.197684680804
PANTITLAN II,8100,2874.0,19.41680358,-99.06043665,Iztacalco,CDMX,20,0,1220.95,1,0,2083.1311814445407
SANTA ANITA,8300,2790.0,19.40144995,-99.12087519,Iztacalco,CDMX,35,0,824.4,1,0,2102.8065623161874
PANTITLAN IV,8100,5726.0,19.40833584,-99.06649631,Iztacalco,CDMX,30,0,580.5333333333333,1,0,2097.5028977813326
GRANJAS MEXICO I,8400,3921.0,19.40132045,-99.1081694,Iztacalco,CDMX,35,0,802.5428571428571,1,0,2102.879494772214
PANTITLAN III,8100,3249.0,19.41045627,-99.07179252,Iztacalco,CDMX,42,0,604.7142857142857,1,0,2112.103956203015
INPI PICOS,8760,706.0,19.3877706,-99.10307932,Iztacalco,CDMX,6,2,458.1666666666667,1,1,3120.2246780084183
REAL DEL MORAL (FRACC),9030,3297.644003,19.38993716,-99.08217841,Iztapalapa,CDMX,12,3,755.0,1,1,3597.7342951806095
SAN JOSE (BARR),9040,2544.771418,19.36703746,-99.09280693,Iztapalapa,CDMX,0,0,0.0,0,0,2008.0563791358106
SECTOR POPULAR,9060,2240.109342,19.36646679,-99.11753713,Iztapalapa,CDMX,15,1,460.1333333333333,1,1,2550.7116767883685
DR ALFONSO ORTIZ TIRADO,9090,3396.169467,19.38717101,-99.07811019,Iztapalapa,CDMX,5,3,584.8,1,1,3589.7378637708234
HEROES DE CHURUBUSCO,9099,2339.17916,19.36071514,-99.1181309,Iztapalapa,CDMX,8,1,411.375,1,1,2542.3100213714088
JUAN ESCUTIA I,9100,2495.760804,19.39585098,-99.05020867,Iztapalapa,CDMX,21,0,1154.809523809524,1,0,2029.8960885326892
CONCORDIA ZARAGOZA (U HAB),9140,2974.280443,19.36778953,-99.00777143,Iztapalapa,CDMX,2,0,320.0,1,0,2009.4355673310672
SAN LORENZO XICOTENCATL (PBLO),9140,1254.265714,19.38380529,-99.02707329,Iztapalapa,CDMX,5,0,363.4,1,0,2012.961187350148
TEXCOCO EL SALADO,9140,1199.91,19.37446712,-99.005225,Iztapalapa,CDMX,1,0,240.0,1,0,2008.479030910728
VICENTE GUERRERO SUPER MANZANA 1 (U HAB),9200,1702.71,19.36235415,-99.0635495,Iztapalapa,CDMX,9,0,532.8888888888889,1,0,2017.2895553514288
CABEZA DE JUAREZ I (U HAB),9208,1309.46,19.38497502,-99.04409214,Iztapalapa,CDMX,2,0,323.5,1,0,2009.4238886044486
9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),9220,1309.46,19.37741407,-99.04984904,Iztapalapa,CDMX,1,0,250.0,1,0,2008.4456631203889
ALVARO OBREGON,9220,1309.46,19.37772922,-99.04052654,Iztapalapa,CDMX,5,0,684.4,1,0,2011.8900812802697
CHINAMPAC DE JUAREZ I,9220,1309.46,19.37732466,-99.05655634,Iztapalapa,CDMX,2,0,324.5,1,0,2009.4205518254148
"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",9220,1309.46,19.38228943,-99.05305201,Iztapalapa,CDMX,1,0,250.0,1,0,2008.4456631203889
GUELATAO DE JUAREZ II (U HAB),9220,1309.46,19.38405911,-99.0447877,Iztapalapa,CDMX,3,0,382.3333333333333,1,0,2010.4510535143388
CHINAMPAC DE JUAREZ II,9225,1309.46,19.37686664,-99.0506229,Iztapalapa,CDMX,1,0,250.0,1,0,2008.4456631203889
ROTARIOS (U HAB),9226,2585.807714,19.38729356,-99.0407716,Iztapalapa,CDMX,2,0,323.5,1,0,2009.4238886044486
ANTORCHA POPULAR I (U HAB),9227,1309.46,19.38371266,-99.04310581,Iztapalapa,CDMX,3,0,382.3333333333333,1,0,2010.4510535143388
EJTO CONSTITUCIONALISTA II ( U HAB),9227,1309.46,19.38567532,-99.04362879,Iztapalapa,CDMX,2,0,323.5,1,0,2009.4238886044486
TEPALCATES II,9227,2386.28792,19.39236261,-99.05588845,Iztapalapa,CDMX,13,0,489.84615384615387,1,0,2022.3270944194828
CABEZA DE JUAREZ II (U HAB),9230,1309.46,19.38469148,-99.04241537,Iztapalapa,CDMX,3,0,382.3333333333333,1,0,2010.4510535143388
CABEZA DE JUAREZ III (U HAB),9230,1309.46,19.38312784,-99.04165628,Iztapalapa,CDMX,3,0,382.3333333333333,1,0,2010.4510535143388
EJTO CONSTITUCIONALISTA,9230,1332.155159,19.3804443,-99.05441796,Iztapalapa,CDMX,1,0,250.0,1,0,2008.4456631203889
"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",9230,1309.46,19.3870737,-99.04907489,Iztapalapa,CDMX,4,0,237.5,1,0,2012.1578090874643
ERMITA ZARAGOZA (U HAB) II,9230,1880.56,19.36748378,-98.99687956,Iztapalapa,CDMX,0,0,0.0,0,0,2008.0563791358106
GUELATAO DE JUAREZ I (U HAB),9230,1838.84,19.38660336,-99.04263572,Iztapalapa,CDMX,2,0,323.5,1,0,2009.4238886044486
IGNACIO ZARAGOZA (U HAB),9230,1393.786018,19.38512483,-99.04032271,Iztapalapa,CDMX,3,0,382.3333333333333,1,0,2010.4510535143388
JOSE MA MORELOS Y PAVON (U HAB),9230,1290.96,19.3737154,-99.02713857,Iztapalapa,CDMX,6,0,572.1666666666666,1,0,2013.4880578568905
JUAN ESCUTIA III,9230,1835.013661,19.38683137,-99.03240332,Iztapalapa,CDMX,3,0,265.3333333333333,1,0,2010.8414566613037
LA JOYA,9230,1290.96,19.37283089,-99.03134182,Iztapalapa,CDMX,8,0,492.75,1,0,2016.2000112112662
PARAISO (AMPL),9230,1290.96,19.37751254,-99.0325134,Iztapalapa,CDMX,7,0,344.42857142857144,1,0,2015.4714483013493
PEON VIEJO (U HAB),9230,1290.96,19.37603381,-99.02952835,Iztapalapa,CDMX,5,0,640.6,1,0,2012.0362322019541
EJERCITO DE ORIENTE (U HAB) I,9239,2277.83839,19.36931211,-99.02597584,Iztapalapa,CDMX,4,0,673.5,1,0,2010.7029734286887
EJERCITO DE ORIENTE (U HAB) II,9239,2300.6,19.36846042,-99.0301722,Iztapalapa,CDMX,4,0,235.25,1,0,2012.1653168402904
ALBARRADAS (U HAB),9240,2598.35,19.35670999,-99.06197745,Iztapalapa,CDMX,9,0,832.8888888888889,1,0,2016.288521641262
LAS AMERICAS (U HAB),9240,2598.35,19.35673216,-99.06367948,Iztapalapa,CDMX,9,0,766.2222222222222,1,0,2016.5109735768547
LA REGADERA,9260,2559.551569,19.35303224,-99.0636712,Iztapalapa,CDMX,5,0,943.8,1,0,2011.024520798879
VICENTE GUERRERO SUPER MANZANA 5 (U HAB),9280,1702.71,19.3542944,-99.05149375,Iztapalapa,CDMX,2,0,947.5,1,0,2007.3417384873019
PREDIO SANTA CRUZ MEYEHUALCO,9290,1087.8,19.35174164,-99.04829801,Iztapalapa,CDMX,2,0,947.5,1,0,2007.3417384873019
NORMA ISSSTE (U HAB),9300,2308.67,19.36380411,-99.07687349,Iztapalapa,CDMX,4,0,699.75,1,0,2010.615382979049
LA COLMENA,9310,2053.05024,19.36876104,-99.00177725,Iztapalapa,CDMX,1,0,240.0,1,0,2008.479030910728
CUCHILLAS DEL MORAL (U HAB),9319,2804.676294,19.3846596,-99.07065712,Iztapalapa,CDMX,6,3,968.0,1,1,3589.682688788088
M MAZA DE JUAREZ (U HAB),9330,2271.425489,19.36983956,-99.06977001,Iztapalapa,CDMX,1,0,30004.0,1,0,1909.163139746052
LEYES DE REFORMA 2A SECCION,9340,1562.149689,19.36898464,-99.067533,Iztapalapa,CDMX,1,0,30004.0,1,0,1909.163139746052
ERMITA ZARAGOZA (U HAB) I,9360,1891.709461,19.36314788,-98.9978889,Iztapalapa,CDMX,1,0,1502.0,1,0,2004.2680157699597
PRIVADA GAVILAN (U HAB),9369,2308.67,19.35959926,-99.07646557,Iztapalapa,CDMX,6,0,799.8333333333334,1,0,2012.7283844968417
SIDERAL,9370,2005.48,19.37356678,-99.06565409,Iztapalapa,CDMX,0,0,0.0,0,0,2008.0563791358106
LA ASUNCION (BARR),9400,2286.102713,19.36349131,-99.09186872,Iztapalapa,CDMX,2,0,1025.0,1,0,2007.0831381121754
JARDINES DE CHURUBUSCO,9420,2443.916358,19.37501689,-99.10649216,Iztapalapa,CDMX,7,2,1751.428571428571,1,1,3062.4535597331865
LA NUEVA ROSITA,9420,2455.34,19.37751753,-99.10594011,Iztapalapa,CDMX,5,2,710.8,1,1,3063.478949846294
PURISIMA ATLAZOLPA,9429,2455.34,19.37997736,-99.10816777,Iztapalapa,CDMX,6,2,1052.3333333333333,1,1,3063.562807323304
EL TRIUNFO,9430,2718.98,19.37754308,-99.12018879,Iztapalapa,CDMX,12,1,483.4166666666667,1,1,2546.963549220711
LOS PICOS VI B,9430,1955.51,19.37973415,-99.10471481,Iztapalapa,CDMX,3,2,853.0,1,1,3060.5575023815736
MAGDALENA ATLAZOLPA (PBLO),9430,2699.161365,19.37574294,-99.11158954,Iztapalapa,CDMX,9,1,1484.3333333333333,1,1,2539.9532752435557
EL RETOO,9440,2975.641236,19.37185897,-99.12535251,Iztapalapa,CDMX,21,1,487.0,1,1,2557.962901116628
BANJIDAL,9470,2722.10575,19.36266597,-99.13719605,Iztapalapa,CDMX,68,0,579.8970588235294,1,0,2089.317945315552
JUSTO SIERRA,9470,2689.955952,19.36240918,-99.13482796,Iztapalapa,CDMX,49,0,610.5714285714286,1,0,2065.9694956037392
MODELO (U),9470,3126.917294,19.36388119,-99.12515795,Iztapalapa,CDMX,25,1,475.84,1,1,2562.894054542848
SINATEL,9479,2745.306639,19.36121944,-99.13249221,Iztapalapa,CDMX,37,0,661.6216216216217,1,0,2051.1174074732867
SINATEL (AMPL),9479,2662.33,19.36561776,-99.13012622,Iztapalapa,CDMX,30,1,651.4333333333333,1,1,2568.4255321049436
XOPA (U HAB),9480,2662.33,19.36029545,-99.124986,Iztapalapa,CDMX,23,1,543.0869565217391,1,1,2560.2227088221325
ZACAHUITZCO,9490,3002.2,19.37405563,-99.13427085,Iztapalapa,CDMX,62,1,552.3709677419355,1,1,2607.9074011071143
ART 4TO CONSTITUCIONAL (U HAB),9500,1290.96,19.36784496,-99.0340998,Iztapalapa,CDMX,3,0,246.33333333333331,1,0,2010.9048554629476
FUENTES DE ZARAGOZA (U HAB),9510,1199.91,19.36933539,-99.00727076,Iztapalapa,CDMX,1,0,240.0,1,0,2008.479030910728
PARAISO,9510,1319.888249,19.37631147,-99.03281796,Iztapalapa,CDMX,6,0,333.0,1,0,2014.286104175829
EL EDEN,9530,1087.8,19.36461133,-99.01433168,Iztapalapa,CDMX,1,0,400.0,1,0,2007.9451462653055
LA JOYITA,9530,1199.91,19.37585486,-99.02639064,Iztapalapa,CDMX,5,0,640.6,1,0,2012.0362322019541
SOLIDARIDAD EL SALADO (U HAB),9540,1199.91,19.37287018,-99.00696757,Iztapalapa,CDMX,1,0,240.0,1,0,2008.479030910728
SAN ANDRES TETEPILCO (PBLO),9550,3002.2,19.37228459,-99.13088006,Iztapalapa,CDMX,25,1,482.32,1,1,2562.8724322147086
GAVILAN (U HAB),9560,2308.67,19.35847876,-99.07505653,Iztapalapa,CDMX,6,0,831.5,1,0,2012.6227198274353
MONTE ALBAN,9570,1087.8,19.3544605,-99.02047137,Iztapalapa,CDMX,1,0,500.0,1,0,2007.6114683619166
SAN SEBASTIAN TECOLOXTITLAN (PBLO),9570,1087.8,19.36170031,-99.01583859,Iztapalapa,CDMX,1,0,400.0,1,0,2007.9451462653055
SANTA MARTHA ACATITLA SUR (AMPL),9570,1256.98,19.36421451,-99.02138434,Iztapalapa,CDMX,0,0,0.0,0,0,2008.0563791358106
CAROLOS PACHECO (U HAB),9578,1290.96,19.36401188,-99.02996526,Iztapalapa,CDMX,1,0,230.0,1,0,2008.5123987010668
EJERCITO DE AGUA PRIETA,9578,1290.96,19.36804511,-99.03710422,Iztapalapa,CDMX,4,0,684.75,1,0,2010.6654346645573
STA MARTHA ACATITLA NTE (AMPL) II,9590,1278.691775,19.37569319,-99.01328781,Iztapalapa,CDMX,0,0,0.0,0,0,2008.0563791358106
PURISIMA I,9600,1727.15,19.36486212,-99.0538809,Iztapalapa,CDMX,7,0,504.4285714285714,1,0,2014.937563655927
